scenario,trial,seed_data,seed_model,n,d,k,family_x,family_y,rmse_z,rmse_x,rmse_y,q_final,w_est,success,error_message,note
A,4,9115,9615,100,15,3,poisson,bernoulli,0.28314303297358445,1.2648847534100853,0.12564823368557165,-2281.8935007708037,1.5006779164597643,True,,fixed_official exp2 n_sweep scen_a
A,5,10115,10615,100,15,3,poisson,bernoulli,0.26676418757423354,1.149663915599693,0.1200036576497533,-2754.7128189601,1.5815759710964514,True,,fixed_official exp2 n_sweep scen_a
A,6,11115,11615,100,15,3,poisson,bernoulli,0.26850104481095116,1.1925498993250896,0.12236565809219513,-2578.9223098749126,1.578823584142381,True,,fixed_official exp2 n_sweep scen_a
A,7,12115,12615,100,15,3,poisson,bernoulli,0.2646839416706464,1.1946300430389167,0.11743209482127052,-2770.469280961813,1.3886453749331376,True,,fixed_official exp2 n_sweep scen_a
A,8,13115,13615,100,15,3,poisson,bernoulli,0.27218690538945844,1.1728923093916086,0.12141208422712552,-2554.911180891514,1.4438245517008,True,,fixed_official exp2 n_sweep scen_a
A,9,14115,14615,100,15,3,poisson,bernoulli,0.2578314325305917,1.1990951889273265,0.12142135114001917,-2690.362972981336,1.4877874638838302,True,,fixed_official exp2 n_sweep scen_a
A,0,5165,5665,150,15,3,poisson,bernoulli,0.21938226546879716,1.287550039326274,0.1034764844389275,-5349.837261171704,1.5421889723327082,True,,fixed_official exp2 n_sweep scen_a
A,1,6165,6665,150,15,3,poisson,bernoulli,0.22031738056012096,1.2535988874043502,0.10099950218972399,-5295.069296089157,1.5464356454000452,True,,fixed_official exp2 n_sweep scen_a
A,2,7165,7665,150,15,3,poisson,bernoulli,0.2389072707452954,1.188474309266785,0.11213998298714961,-5571.4396604944295,1.4924322646180783,True,,fixed_official exp2 n_sweep scen_a
A,3,8165,8665,150,15,3,poisson,bernoulli,0.24698315894525769,1.266025043677218,0.10985258833041293,-5627.828107647898,1.5604854746483212,True,,fixed_official exp2 n_sweep scen_a
A,4,9165,9665,150,15,3,poisson,bernoulli,0.2272436607844085,1.185817402979473,0.10295595582321913,-5339.864281211001,1.5009555995248094,True,,fixed_official exp2 n_sweep scen_a
A,5,10165,10665,150,15,3,poisson,bernoulli,0.24449909146149398,1.2187336011843208,0.1057994208002426,-5531.156488853705,1.466233841272984,True,,fixed_official exp2 n_sweep scen_a
A,6,11165,11665,150,15,3,poisson,bernoulli,0.251889887954772,1.2157414950089984,0.10848425564436091,-5484.085410310063,1.5472137391036795,True,,fixed_official exp2 n_sweep scen_a
A,7,12165,12665,150,15,3,poisson,bernoulli,0.23431915464321343,1.2089680397567535,0.10127147361608092,-5697.677434031818,1.5080599992276318,True,,fixed_official exp2 n_sweep scen_a
A,8,13165,13665,150,15,3,poisson,bernoulli,0.23463440492545415,1.2570504716416355,0.10445261649516724,-5429.6007598222905,1.5171099116804394,True,,fixed_official exp2 n_sweep scen_a
A,9,14165,14665,150,15,3,poisson,bernoulli,0.23486484790650916,1.2190127375539652,0.10575146834184596,-5479.751597330369,1.4580864159441407,True,,fixed_official exp2 n_sweep scen_a
A,0,5215,5715,200,15,3,poisson,bernoulli,0.20628617876426142,1.2904369510825133,0.09170605790092455,-9374.66443128268,1.54628306364414,True,,fixed_official exp2 n_sweep scen_a
A,1,6215,6715,200,15,3,poisson,bernoulli,0.20455861707695944,1.2464463458493409,0.09051227512872241,-9317.698483052036,1.5129609748649624,True,,fixed_official exp2 n_sweep scen_a
A,2,7215,7715,200,15,3,poisson,bernoulli,0.19975260539912132,1.2514423605964384,0.09106361688758262,-9425.733961574917,1.4937238508621977,True,,fixed_official exp2 n_sweep scen_a
A,3,8215,8715,200,15,3,poisson,bernoulli,0.20865347167482812,1.2183723938331845,0.0926209272069738,-9600.938387715214,1.4996014807839158,True,,fixed_official exp2 n_sweep scen_a
A,4,9215,9715,200,15,3,poisson,bernoulli,0.21665329154349078,1.2097230940680184,0.09484716928387475,-9253.024578033426,1.558025332848253,True,,fixed_official exp2 n_sweep scen_a
A,5,10215,10715,200,15,3,poisson,bernoulli,0.21037740489216525,1.2090281962721914,0.0941054722388789,-9557.51905494986,1.4859030268771858,True,,fixed_official exp2 n_sweep scen_a
A,6,11215,11715,200,15,3,poisson,bernoulli,0.2006859684018721,1.2634321615826145,0.08876280369041002,-9178.884614997161,1.5574129134306984,True,,fixed_official exp2 n_sweep scen_a
A,7,12215,12715,200,15,3,poisson,bernoulli,0.19617645799803712,1.2051612527799316,0.08764015126147753,-9444.238076815276,1.5244496868477884,True,,fixed_official exp2 n_sweep scen_a
A,8,13215,13715,200,15,3,poisson,bernoulli,0.21261187906255996,1.2286662161612645,0.09241847347097783,-9197.39585473714,1.5125173305486754,True,,fixed_official exp2 n_sweep scen_a
A,9,14215,14715,200,15,3,poisson,bernoulli,0.21062384459578767,1.2079926396371248,0.09426382305445923,-9235.291188879039,1.4785992302354738,True,,fixed_official exp2 n_sweep scen_a
A,0,5265,5765,250,15,3,poisson,bernoulli,0.19458585133218995,1.2445725502890392,0.08883857090548011,-14158.946739744273,1.5203199803859166,True,,fixed_official exp2 n_sweep scen_a
A,1,6265,6765,250,15,3,poisson,bernoulli,0.17720932232726477,1.2322880346671352,0.08193021343027541,-13981.008792931747,1.5560529791665576,True,,fixed_official exp2 n_sweep scen_a
A,2,7265,7765,250,15,3,poisson,bernoulli,0.18043592963870525,1.238476972104078,0.08213008026806307,-14074.22254726278,1.5197112896827902,True,,fixed_official exp2 n_sweep scen_a
A,3,8265,8765,250,15,3,poisson,bernoulli,0.19090465668731024,1.2355958474900777,0.08183095834024239,-14171.760432805182,1.487575579889972,True,,fixed_official exp2 n_sweep scen_a
A,4,9265,9765,250,15,3,poisson,bernoulli,0.1776295023281941,1.2189271355033429,0.08073858474441965,-14442.426866497564,1.5029132392950322,True,,fixed_official exp2 n_sweep scen_a
A,5,10265,10765,250,15,3,poisson,bernoulli,0.18894522566203265,1.2248678477142751,0.086497864122725,-14258.225303514299,1.5051511295642872,True,,fixed_official exp2 n_sweep scen_a
A,6,11265,11765,250,15,3,poisson,bernoulli,0.18656738135452985,1.20273232478218,0.08318335007190283,-14381.67969347278,1.4833750370800247,True,,fixed_official exp2 n_sweep scen_a
A,7,12265,12765,250,15,3,poisson,bernoulli,0.19220019165207916,1.2730247673008774,0.08460234369376791,-14012.865894913495,1.5418797554031127,True,,fixed_official exp2 n_sweep scen_a
A,8,13265,13765,250,15,3,poisson,bernoulli,0.1902619272626434,1.2285688039320068,0.083180372198839,-14126.233628691825,1.520359674089341,True,,fixed_official exp2 n_sweep scen_a
A,9,14265,14765,250,15,3,poisson,bernoulli,0.18430651429364833,1.2205571024685575,0.0826010323450821,-14104.72487667055,1.5043641504424277,True,,fixed_official exp2 n_sweep scen_a
A,0,5315,5815,300,15,3,poisson,bernoulli,0.17221210551607702,1.228659598693922,0.076991609752645,-20154.37635067419,1.4765803733199971,True,,fixed_official exp2 n_sweep scen_a
A,1,6315,6815,300,15,3,poisson,bernoulli,0.178099935934759,1.2215948409964261,0.07693506854549872,-19920.22214000133,1.5180092979533355,True,,fixed_official exp2 n_sweep scen_a
A,2,7315,7815,300,15,3,poisson,bernoulli,0.16828254509322887,1.2419922744892835,0.07645344271977501,-20221.445220926893,1.5078638760308272,True,,fixed_official exp2 n_sweep scen_a
A,3,8315,8815,300,15,3,poisson,bernoulli,0.16541024572538376,1.2151978914766557,0.07439976474527095,-19944.888565523608,1.51522896291669,True,,fixed_official exp2 n_sweep scen_a
A,4,9315,9815,300,15,3,poisson,bernoulli,0.1805085818469691,1.2619292785988765,0.08116658740712997,-20003.301879249473,1.5039538887752466,True,,fixed_official exp2 n_sweep scen_a
A,5,10315,10815,300,15,3,poisson,bernoulli,0.1766040468635917,1.2275596613660507,0.07648034062656792,-19866.574262838192,1.4977286040916644,True,,fixed_official exp2 n_sweep scen_a
A,6,11315,11815,300,15,3,poisson,bernoulli,0.1756712786660003,1.2553881475561284,0.0777923853376646,-20381.446045560162,1.4941629627128001,True,,fixed_official exp2 n_sweep scen_a
A,7,12315,12815,300,15,3,poisson,bernoulli,0.1741539762162115,1.2550293616699266,0.07466200710765294,-20079.953906292772,1.495406875105399,True,,fixed_official exp2 n_sweep scen_a
A,8,13315,13815,300,15,3,poisson,bernoulli,0.17081432914840375,1.222111146857617,0.07407199221151738,-19896.890114668462,1.489680520815218,True,,fixed_official exp2 n_sweep scen_a
A,9,14315,14815,300,15,3,poisson,bernoulli,0.17153214666265146,1.2310879588800852,0.07604716444376589,-20188.290136900152,1.4986408294594704,True,,fixed_official exp2 n_sweep scen_a
B,0,6065,6565,50,15,3,gaussian,poisson,0.19516205153711377,0.28429018994285793,0.5615582126688208,-778.5501196009176,0.446314596954508,True,,fixed_official exp2 n_sweep scen_b
B,1,7065,7565,50,15,3,gaussian,poisson,0.22411255447349956,0.30764231333615794,0.7166752667727452,-470.094222928216,0.42748606731126276,True,,fixed_official exp2 n_sweep scen_b
B,2,8065,8565,50,15,3,gaussian,poisson,0.19639653953150424,0.3233726592695378,0.512179958892081,-903.5701096381468,0.5142264801859484,True,,fixed_official exp2 n_sweep scen_b
B,3,9065,9565,50,15,3,gaussian,poisson,0.2091264150122142,0.29767047930791074,0.7357814248518754,-148.69602532465396,0.44913270245355125,True,,fixed_official exp2 n_sweep scen_b
B,4,10065,10565,50,15,3,gaussian,poisson,0.15819191525818221,0.2933787431921326,0.49155939489518086,-782.677992174062,0.5056621317373906,True,,fixed_official exp2 n_sweep scen_b
B,5,11065,11565,50,15,3,gaussian,poisson,0.1748372798635019,0.31506925127719787,0.47662228274714763,-868.8917829667647,0.4884074938975187,True,,fixed_official exp2 n_sweep scen_b
B,6,12065,12565,50,15,3,gaussian,poisson,0.18228531102419626,0.29748332528871757,0.46699679552716145,-940.0523552248811,0.47421692870836224,True,,fixed_official exp2 n_sweep scen_b
B,7,13065,13565,50,15,3,gaussian,poisson,0.16860685087220775,0.29738103366810353,0.5252179092596364,-741.3908795445187,0.49513104613866993,True,,fixed_official exp2 n_sweep scen_b
B,8,14065,14565,50,15,3,gaussian,poisson,0.19095252370110638,0.32015148497262513,0.5301904315604503,-854.1878306864164,0.5408667024254237,True,,fixed_official exp2 n_sweep scen_b
B,9,15065,15565,50,15,3,gaussian,poisson,0.20273890447972,0.29638889640219557,0.5631741044840856,-758.7575399830816,0.5062472647870686,True,,fixed_official exp2 n_sweep scen_b
B,0,6115,6615,100,15,3,gaussian,poisson,0.15596589769059205,0.311121988403598,0.5445721392860308,-1662.9479816870512,0.4886135899491836,True,,fixed_official exp2 n_sweep scen_b
B,1,7115,7615,100,15,3,gaussian,poisson,0.27044170334210516,0.3176577862834284,0.8229745100773623,-772.1402108852102,0.42170468521696997,True,,fixed_official exp2 n_sweep scen_b
B,2,8115,8615,100,15,3,gaussian,poisson,0.14301373331954578,0.30781679099704684,0.5257519606978546,-664.6598534110467,0.4978159694877647,True,,fixed_official exp2 n_sweep scen_b
B,3,9115,9615,100,15,3,gaussian,poisson,0.15338863937863495,0.29888382484509923,0.6180488094973755,-494.2546337126643,0.5116431609680654,True,,fixed_official exp2 n_sweep scen_b
B,4,10115,10615,100,15,3,gaussian,poisson,0.159693667518301,0.30195711725593916,0.47424022591276255,-2586.845977920863,0.47881390133865603,True,,fixed_official exp2 n_sweep scen_b
B,5,11115,11615,100,15,3,gaussian,poisson,0.15800379924776475,0.2996329986677239,0.4343486286263744,-2263.0498885017055,0.4911841656265911,True,,fixed_official exp2 n_sweep scen_b
B,6,12115,12615,100,15,3,gaussian,poisson,0.15839654460654395,0.3160094803244639,0.5583782178097051,-1321.9366324764878,0.4568426898503028,True,,fixed_official exp2 n_sweep scen_b
B,7,13115,13615,100,15,3,gaussian,poisson,0.16111134950612632,0.3156057692860986,0.6049318610098657,280.2541517603167,0.49793398482557455,True,,fixed_official exp2 n_sweep scen_b
B,8,14115,14615,100,15,3,gaussian,poisson,0.15926000493848408,0.32262469647476816,0.6757383787606878,-1264.6558302571402,0.4986310265003747,True,,fixed_official exp2 n_sweep scen_b
B,9,15115,15615,100,15,3,gaussian,poisson,0.1462851633615959,0.3097810289680866,0.5499944743526178,-1321.0083602939146,0.49547233294374,True,,fixed_official exp2 n_sweep scen_b
B,0,6165,6665,150,15,3,gaussian,poisson,0.14506578826130995,0.3102655360645279,0.6243357440391669,-1695.3789458541173,0.4911816068319575,True,,fixed_official exp2 n_sweep scen_b
B,1,7165,7665,150,15,3,gaussian,poisson,0.14057744351731202,0.3099998466827141,0.5060014814782515,-1819.214820439338,0.4967746100371146,True,,fixed_official exp2 n_sweep scen_b
B,2,8165,8665,150,15,3,gaussian,poisson,0.13983158854747968,0.31469927399708225,0.42701622360377306,-4124.022421115324,0.5008833008782324,True,,fixed_official exp2 n_sweep scen_b
B,3,9165,9665,150,15,3,gaussian,poisson,0.1367473558090351,0.30761596761075316,0.536106083656382,-359.9695537259171,0.4973656077334632,True,,fixed_official exp2 n_sweep scen_b
B,4,10165,10665,150,15,3,gaussian,poisson,0.13961255326021954,0.3122252050102002,0.5403961400780535,-2110.369012140169,0.48511314581856074,True,,fixed_official exp2 n_sweep scen_b
B,5,11165,11665,150,15,3,gaussian,poisson,0.14195610017595114,0.31190264760725245,0.5126177246234882,-4018.187246601175,0.49941058315580644,True,,fixed_official exp2 n_sweep scen_b
B,6,12165,12665,150,15,3,gaussian,poisson,0.14116416391096534,0.30724239559834104,0.5189124604752783,-2261.3156798681557,0.49458600769366107,True,,fixed_official exp2 n_sweep scen_b
B,7,13165,13665,150,15,3,gaussian,poisson,0.14040392921138944,0.30970204993299866,0.48878519201525,-3561.060171297488,0.5030235874630128,True,,fixed_official exp2 n_sweep scen_b
B,8,14165,14665,150,15,3,gaussian,poisson,0.14020456131960166,0.3090748887551023,0.5946817960485934,-2239.092767348242,0.49853913583318027,True,,fixed_official exp2 n_sweep scen_b
B,9,15165,15665,150,15,3,gaussian,poisson,0.13509348515802239,0.31134247880049737,0.4454258533802964,-4200.374496228022,0.5010076377143741,True,,fixed_official exp2 n_sweep scen_b
B,0,6215,6715,200,15,3,gaussian,poisson,0.12121321605324752,0.3059683892683468,0.42226059410208056,-6319.724974101034,0.4957367708275382,True,,fixed_official exp2 n_sweep scen_b
B,1,7215,7715,200,15,3,gaussian,poisson,0.12845300232330684,0.3118894426582878,0.4532693016934796,-4514.224488290539,0.4953045127589288,True,,fixed_official exp2 n_sweep scen_b
B,2,8215,8715,200,15,3,gaussian,poisson,0.13317859159868267,0.310115874585797,0.48822508655595875,-4609.087155087599,0.476123576490635,True,,fixed_official exp2 n_sweep scen_b
B,3,9215,9715,200,15,3,gaussian,poisson,0.12634892902667597,0.3161460954769982,0.4346102446167203,-4163.827894864566,0.4986369479113779,True,,fixed_official exp2 n_sweep scen_b
B,4,10215,10715,200,15,3,gaussian,poisson,0.12473350914707143,0.3167419021628592,0.3819929581172756,-5268.0007150188585,0.49842179461265806,True,,fixed_official exp2 n_sweep scen_b
B,5,11215,11715,200,15,3,gaussian,poisson,0.129492081947607,0.3146902230041628,0.4385021427210163,-5800.603994077704,0.4935177644297537,True,,fixed_official exp2 n_sweep scen_b
B,6,12215,12715,200,15,3,gaussian,poisson,0.12927047816980058,0.3150570595478205,0.44169837436928844,-4990.426213795815,0.49512689144031147,True,,fixed_official exp2 n_sweep scen_b
B,7,13215,13715,200,15,3,gaussian,poisson,0.12864066547328395,0.30947769144979337,0.43269141476634637,-4960.398749457636,0.5013613188151023,True,,fixed_official exp2 n_sweep scen_b
B,8,14215,14715,200,15,3,gaussian,poisson,0.13038854777468237,0.3075400253511582,0.4802286826139747,-4189.736333093164,0.5003015779989279,True,,fixed_official exp2 n_sweep scen_b
B,9,15215,15715,200,15,3,gaussian,poisson,0.13412142358900755,0.30947511179593984,0.4371237338695468,-5453.932933045215,0.4958645549266395,True,,fixed_official exp2 n_sweep scen_b
B,0,6265,6765,250,15,3,gaussian,poisson,0.11796025798900141,0.31361027480561066,0.42560765174470666,-7694.719560493094,0.4969432647322045,True,,fixed_official exp2 n_sweep scen_b
B,1,7265,7765,250,15,3,gaussian,poisson,0.1195253449578936,0.31386473117088354,0.407816678359141,-8894.805622698517,0.49996845216582997,True,,fixed_official exp2 n_sweep scen_b
B,2,8265,8765,250,15,3,gaussian,poisson,0.11871441429907081,0.31839779619367153,0.4888502874677837,912.4566683433216,0.495276341803071,True,,fixed_official exp2 n_sweep scen_b
B,3,9265,9765,250,15,3,gaussian,poisson,0.11458594480592947,0.31252164374844577,0.40025800802115874,-6139.666141727183,0.4914735781632641,True,,fixed_official exp2 n_sweep scen_b
B,4,10265,10765,250,15,3,gaussian,poisson,0.11656499922822655,0.3109000770599698,0.5612096578696024,-8.802775283295613,0.49647120978932996,True,,fixed_official exp2 n_sweep scen_b
B,5,11265,11765,250,15,3,gaussian,poisson,0.11375200920729243,0.3232438182505745,0.4869381331953827,-507.5371397551474,0.49714046097161657,True,,fixed_official exp2 n_sweep scen_b
B,6,12265,12765,250,15,3,gaussian,poisson,0.11992156044173227,0.3115670643130799,0.4677161510491489,-3950.19797651075,0.4963637076940507,True,,fixed_official exp2 n_sweep scen_b
B,7,13265,13765,250,15,3,gaussian,poisson,0.11235485425861956,0.3093467868245313,0.42517343726344753,-2586.896929392356,0.49985512384502195,True,,fixed_official exp2 n_sweep scen_b
B,8,14265,14765,250,15,3,gaussian,poisson,0.11853672614093562,0.3120167988737677,0.48680751458687344,-6054.811674115403,0.4982217008428791,True,,fixed_official exp2 n_sweep scen_b
B,9,15265,15765,250,15,3,gaussian,poisson,0.11777163953946199,0.31192911005612395,0.41771972540721847,-7459.019575213921,0.49763948209358866,True,,fixed_official exp2 n_sweep scen_b
B,0,6315,6815,300,15,3,gaussian,poisson,0.11254684415152096,0.31310301193795276,0.4128927926760252,-5525.952944720727,0.49650382666944115,True,,fixed_official exp2 n_sweep scen_b
B,1,7315,7815,300,15,3,gaussian,poisson,0.11182062354875898,0.31396866644286076,0.41522002901522337,-5962.349229049449,0.4968854378400278,True,,fixed_official exp2 n_sweep scen_b
B,2,8315,8815,300,15,3,gaussian,poisson,0.10783604642152772,0.3076708557387662,0.3645356149246596,-9101.177233156483,0.49659186690380874,True,,fixed_official exp2 n_sweep scen_b
B,3,9315,9815,300,15,3,gaussian,poisson,0.11538483762480653,0.32326075685544386,0.4642744076744436,-4798.461008569851,0.49716837081891996,True,,fixed_official exp2 n_sweep scen_b
B,4,10315,10815,300,15,3,gaussian,poisson,0.11222174534970931,0.31633288861551084,0.5268575106715864,-2039.0911654284246,0.49153312863875637,True,,fixed_official exp2 n_sweep scen_b
B,5,11315,11815,300,15,3,gaussian,poisson,0.11151957345737623,0.30940275597794076,0.3939790412940028,-9772.333568438105,0.4990487436173623,True,,fixed_official exp2 n_sweep scen_b
B,6,12315,12815,300,15,3,gaussian,poisson,0.10920181758556362,0.31200882055746487,0.43979589827491306,-2442.0525388519054,0.4957333518034493,True,,fixed_official exp2 n_sweep scen_b
B,7,13315,13815,300,15,3,gaussian,poisson,0.1117556759932222,0.3219721021622481,0.38270118220569777,-6423.337379122599,0.49768799256381063,True,,fixed_official exp2 n_sweep scen_b
B,8,14315,14815,300,15,3,gaussian,poisson,0.1141654377163606,0.30757854373988713,0.3845270394890475,-7769.45643153359,0.49743168808749744,True,,fixed_official exp2 n_sweep scen_b
B,9,15315,15815,300,15,3,gaussian,poisson,0.1114030717044357,0.315513963301966,0.38897729717591295,-11792.600915212548,0.49713539115125244,True,,fixed_official exp2 n_sweep scen_b
C,0,7065,7565,50,15,3,bernoulli,gaussian,0.0377541283584071,0.44164904078008127,0.044878613457757906,1543.9806429054024,0.5012632152223867,True,,fixed_official exp2 n_sweep scen_c
C,1,8065,8565,50,15,3,bernoulli,gaussian,0.04193441903255896,0.44276168324329546,0.05002283959366877,1563.452951429846,0.5002242404301614,True,,fixed_official exp2 n_sweep scen_c
C,2,9065,9565,50,15,3,bernoulli,gaussian,0.04096830766068759,0.454026742358128,0.04679784928381347,1548.058801360227,0.5000259117878311,True,,fixed_official exp2 n_sweep scen_c
C,3,10065,10565,50,15,3,bernoulli,gaussian,0.04085335126094314,0.4450310322232958,0.048075574661454484,1569.2447192090112,0.4978486107364684,True,,fixed_official exp2 n_sweep scen_c
C,4,11065,11565,50,15,3,bernoulli,gaussian,0.03650756766404627,0.45762391240379785,0.04437307407735701,1535.7569939810946,0.5018883610559806,True,,fixed_official exp2 n_sweep scen_c
C,5,12065,12565,50,15,3,bernoulli,gaussian,0.03973841613972924,0.4451891280014807,0.04848795930739837,1533.3000311135552,0.5009381105432851,True,,fixed_official exp2 n_sweep scen_c
C,6,13065,13565,50,15,3,bernoulli,gaussian,0.040096247940221916,0.4396673473779542,0.04768291552513895,1528.1429508703288,0.49889869894837136,True,,fixed_official exp2 n_sweep scen_c
C,7,14065,14565,50,15,3,bernoulli,gaussian,0.04177505030970297,0.44798575244390065,0.050364891714792956,1554.0637300259427,0.4970228509994669,True,,fixed_official exp2 n_sweep scen_c
C,8,15065,15565,50,15,3,bernoulli,gaussian,0.040715088704102585,0.44189471872490965,0.04681791595764052,1577.7555166535137,0.4976745111897444,True,,fixed_official exp2 n_sweep scen_c
C,9,16065,16565,50,15,3,bernoulli,gaussian,0.03762595646276304,0.44388701601470876,0.04605945559331183,1561.589742499565,0.49912551270866234,True,,fixed_official exp2 n_sweep scen_c
C,0,7115,7615,100,15,3,bernoulli,gaussian,0.02700399740605384,0.45828755308977986,0.03203646213472871,7568.114504200433,0.5004947412016155,True,,fixed_official exp2 n_sweep scen_c
C,1,8115,8615,100,15,3,bernoulli,gaussian,0.02795216787147639,0.45168155525587955,0.03392646011991777,7623.4870300521825,0.5001983258021194,True,,fixed_official exp2 n_sweep scen_c
C,2,9115,9615,100,15,3,bernoulli,gaussian,0.030461207481045038,0.4472367212119088,0.03609078550636055,7642.976533811413,0.500063078485542,True,,fixed_official exp2 n_sweep scen_c
C,3,10115,10615,100,15,3,bernoulli,gaussian,0.028667516573167424,0.4558009325184549,0.03497412642705567,7602.978718305867,0.4990929111455015,True,,fixed_official exp2 n_sweep scen_c
C,4,11115,11615,100,15,3,bernoulli,gaussian,0.028694675977767047,0.44654381785998437,0.03429618802333139,7600.762762028018,0.5000778664610529,True,,fixed_official exp2 n_sweep scen_c
C,5,12115,12615,100,15,3,bernoulli,gaussian,0.026330009239657632,0.45850889516490384,0.03210127925387285,7605.48167103537,0.5005703435268728,True,,fixed_official exp2 n_sweep scen_c
C,6,13115,13615,100,15,3,bernoulli,gaussian,0.02740474686999301,0.4444709512663147,0.03235296666707025,7704.7254993845,0.4999018346142427,True,,fixed_official exp2 n_sweep scen_c
C,7,14115,14615,100,15,3,bernoulli,gaussian,0.027673361116247873,0.4511571072368902,0.03364260556710952,7562.889620462677,0.5008776279514268,True,,fixed_official exp2 n_sweep scen_c
C,8,15115,15615,100,15,3,bernoulli,gaussian,0.030401704007241726,0.4553316033249162,0.036599437306301705,7662.380419418774,0.5008630474196462,True,,fixed_official exp2 n_sweep scen_c
C,9,16115,16615,100,15,3,bernoulli,gaussian,0.02798552926029943,0.45095920559348646,0.03386986605666389,7563.719572967275,0.49936188241637725,True,,fixed_official exp2 n_sweep scen_c
C,0,7165,7665,150,15,3,bernoulli,gaussian,0.024377897961246314,0.45211729086345215,0.0298689869850473,18077.77772027558,0.5007249099059125,True,,fixed_official exp2 n_sweep scen_c
C,1,8165,8665,150,15,3,bernoulli,gaussian,0.024084393125274915,0.4518527019561613,0.029114108004570323,18042.865094839,0.500835026562628,True,,fixed_official exp2 n_sweep scen_c
C,2,9165,9665,150,15,3,bernoulli,gaussian,0.024769164740785443,0.4499763540762985,0.02954854869543144,18153.231377324984,0.49971996212984116,True,,fixed_official exp2 n_sweep scen_c
C,3,10165,10665,150,15,3,bernoulli,gaussian,0.02287925697037803,0.4556359089413386,0.028005917486377922,18160.162039645507,0.5012785155319818,True,,fixed_official exp2 n_sweep scen_c
C,4,11165,11665,150,15,3,bernoulli,gaussian,0.023915865965561136,0.45502917370515944,0.02910699979277721,18234.46298708671,0.5004085801800625,True,,fixed_official exp2 n_sweep scen_c
C,5,12165,12665,150,15,3,bernoulli,gaussian,0.02261020145681623,0.4540397028739206,0.02760240313090111,18151.33983932032,0.4995604165984497,True,,fixed_official exp2 n_sweep scen_c
C,6,13165,13665,150,15,3,bernoulli,gaussian,0.023941868649089086,0.4554548109675616,0.02931569769024285,18056.31073117231,0.49987767970017377,True,,fixed_official exp2 n_sweep scen_c
C,7,14165,14665,150,15,3,bernoulli,gaussian,0.02382850860729646,0.45301037750912826,0.029171725093302882,18126.17770615664,0.5000023399478254,True,,fixed_official exp2 n_sweep scen_c
C,8,15165,15665,150,15,3,bernoulli,gaussian,0.02308422962443205,0.4538868192166349,0.02810869162319082,18135.31038265627,0.5004836266984987,True,,fixed_official exp2 n_sweep scen_c
C,9,16165,16665,150,15,3,bernoulli,gaussian,0.024046497958226106,0.45667002978609866,0.02915111748456454,18231.83960069601,0.5005903948652086,True,,fixed_official exp2 n_sweep scen_c
