family,k_est,k_true,trial,data_seed,rmse_Z,rmse_F,rmse_sigma,rmse_Y,rmse_X,w0_err,w_err,Q_strict,Q_final,nan_occurred,BIC,elapsed_s
bernoulli,4,3,0,9100,0.4062593373111238,0.17308154688254515,0.015513043460887842,0.10295156910231894,0.3132580414739416,0.0003125601189750693,0.33638891914179037,-6032.777367479297,-6032.777367479297,False,12411.288570251236,19.5878267288208
bernoulli,4,3,1,9123,0.2531211983151115,0.06826491455075752,0.01842057488983581,0.10465268469491322,0.3063061591472566,0.07488310763847583,0.3866850685678169,-6112.864674932045,-6112.864674932045,False,12571.463185156732,19.588083744049072
bernoulli,4,3,2,9146,0.2997234265100211,0.1210129251516758,0.013260921272652795,0.10590142432466253,0.3086068353441824,0.00938634506273539,0.37213513558498534,-6129.077733457637,-6129.077733457637,False,12603.889302207916,19.590476274490356
bernoulli,4,3,3,9169,0.52566877270695,0.21992282451805614,0.021530068783262146,0.10024996134720496,0.2910829741829992,0.06133154529966012,0.3202655282020199,-5809.160646643617,-5809.160646643617,False,11964.055128579876,19.68429660797119
bernoulli,4,3,4,9192,0.3602931766309005,0.14295234408107835,0.018758695991456607,0.0955422180352491,0.3012402773948239,0.03300620161273016,0.3390502348874107,-5900.552825887903,-5900.552825887903,False,12146.839487068448,19.675811052322388
bernoulli,4,3,5,9215,0.5091271067118606,0.2328940529838623,0.017539605967963594,0.0981475168108155,0.3018584244231494,0.01610112447224954,0.35036659351615485,-5955.584335581919,-5955.584335581919,False,12256.90250645648,19.769094705581665
bernoulli,4,3,6,9238,0.46101263441931034,0.1728278368496186,0.01742590067589523,0.10516040379063545,0.3006483414644967,0.005122134533818157,0.38577119443587793,-6068.737778289245,-6068.737778289245,False,12483.209391871133,19.93419075012207
bernoulli,4,3,7,9261,0.2684536724632598,0.08852015475791396,0.02321016213664035,0.10897400100290525,0.31119527074486486,0.024793928472575222,0.34845434410929865,-5989.0955481745605,-5989.0955481745605,False,12323.924931641763,20.130932807922363
bernoulli,4,3,8,9284,0.4489995855317682,0.2297026078665703,0.012005355948036936,0.09851811760567765,0.3120281239935053,0.007471024857213404,0.3919240758940694,-6104.779749085313,-6104.779749085313,False,12555.293333463267,20.107094049453735
bernoulli,4,3,9,9307,0.5369882683239828,0.27670475246753107,0.019863713645149265,0.10328882651367965,0.30196320063369725,0.02749219935102276,0.3983717055207221,-6070.251604208927,-6070.251604208927,False,12486.237043710496,19.90065288543701
bernoulli,5,3,0,9100,0.5676487644615366,0.25737548390003195,0.016247353152985897,0.11988935756176143,0.3022333753179429,0.0009521138766660497,0.5140766019638516,-6230.485631902454,-6230.485631902454,False,12861.822087332608,20.17019271850586
bernoulli,5,3,1,9123,0.5258016792977166,0.2443306834750679,0.01855929786659449,0.11189743114070154,0.3051785513998638,0.07911371934412192,0.5656026007574789,-6338.381667978651,-6338.381667978651,False,13077.614159485003,20.239838361740112
bernoulli,5,3,2,9146,0.45867397269108573,0.2184981561824303,0.013081876614517915,0.11265361211341574,0.3072477557287116,0.0045349496928750455,0.5375626477550247,-6333.296032107149,-6333.296032107149,False,13067.442887741998,20.4082133769989
bernoulli,5,3,3,9169,0.7167625757036565,0.3111913830378041,0.023356310761911983,0.113547252095257,0.287340618230603,0.0676170009456909,0.5143609091454938,-6031.991699450971,-6031.991699450971,False,12464.834222429643,20.051471948623657
bernoulli,5,3,4,9192,0.4681357847054671,0.2363032956784751,0.018973969505905342,0.11051001845040564,0.29857154564780947,0.021359438697976074,0.5111253846965061,-6090.5078076958,-6090.5078076958,False,12581.8664389193,21.010451316833496
bernoulli,5,3,5,9215,0.5809551623104524,0.29142042891490544,0.0155821438142027,0.11624958711732422,0.30128208337719287,0.025690348392907403,0.5456872843569304,-6205.422423425324,-6205.422423425324,False,12811.695670378349,22.261763095855713
bernoulli,5,3,6,9238,0.6743186475754619,0.3009537828268626,0.018376416256545448,0.12281231495163424,0.298904214979791,0.010067184558317788,0.5746969000629183,-6288.5381808427155,-6288.5381808427155,False,12977.927185213131,20.558618545532227
bernoulli,5,3,7,9261,0.47507152975886546,0.23957360362938782,0.020869342887244242,0.11039176244916286,0.30571469387358313,0.03214719404750144,0.5285587619910846,-6203.904087544199,-6203.904087544199,False,12808.658998616098,20.448052406311035
bernoulli,5,3,8,9284,0.7499382852616652,0.3338975990883352,0.011011507975504053,0.11828746749628148,0.3076591964458474,0.00039675933658278595,0.531143132901764,-6266.664693687516,-6266.664693687516,False,12934.180210902732,20.710367679595947
bernoulli,5,3,9,9307,0.3680756827760443,0.15377390833094812,0.021027122326713957,0.11811584312334625,0.29374051382372374,0.014692558078578943,0.558526362249275,-6237.735563297171,-6237.735563297171,False,12876.321950122043,20.420191287994385
bernoulli,6,3,0,9100,0.8691014566616445,0.3989365808751314,0.018486640589388068,0.12589414350977107,0.301173071848565,0.010751544034382277,0.6541329937419392,-6424.902169777376,-6424.902169777376,False,13300.761516023415,20.80611538887024
bernoulli,6,3,1,9123,0.5288256822422941,0.21813904128361078,0.01880650174489757,0.1273493496419488,0.29922760794137726,0.08326848883567861,0.6795337217501973,-6489.706189244353,-6489.706189244353,False,13430.369554957368,20.389002323150635
