split,model_seed,condition,n_cols_used,family_note,k,L,num_iter,family_y,numerics_mode,test_y_ll,test_y_rmse,test_spearman,test_pearson,test_n_pairs,train_y_ll,train_y_rmse,train_spearman,w0,w,nan_occurred,nan_count,internal_retry,q_bic_failed,n_warnings,validate_support_passed,runtime_s,movie_set_hash,x_input_hash,y_train_hash,y_test_hash
2,131021,y_only,0,"X unused (fix_x=True, F fixed at 0); genre19 array passed",3,5,8,poisson,consistent,-4.763102548565169,11.607938482629846,0.8539804291349959,0.8737505308355937,4950,-2.8088064838862032,3.966142032661403,0.9161611256886544,2.7170412873880307,0.26755131662763904,False,0,0,False,0,True,7.82,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,51ae8b9b02e34aec79ea2f92e61ac8d52d1ee602086242eb4cad05cee65fd471,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
2,131021,genre_only,19,bernoulli*19,3,5,8,poisson,consistent,-4.6704739863010145,11.445895689319718,0.8567084254260344,0.872753186473762,4950,-2.7956060938817138,3.926796125410034,0.9197379278565179,2.6820278417833063,0.2751596472661662,False,0,0,False,0,True,9.24,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,51ae8b9b02e34aec79ea2f92e61ac8d52d1ee602086242eb4cad05cee65fd471,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
2,131021,genre_year,20,bernoulli*19 + gaussian(year_z),3,5,8,poisson,consistent,-4.695314052501379,11.527377499505407,0.8564258207363762,0.8718716608261896,4950,-2.7941352556995795,3.937282118658609,0.9190231787129293,2.6796449963593028,0.2754593031601684,False,0,0,False,0,True,11.28,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,d5dbf62f7d03c345a308e33a39f87758f20de83fd834b7bba21fb706bb60a2cb,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
2,131021,genre_logcount_train,20,bernoulli*19 + gaussian(log_count_train_z),3,5,8,poisson,consistent,-4.665739838486654,11.45271873729107,0.8584931790707949,0.8742060814780453,4950,-2.7947677622858405,3.926822289037845,0.9186839959697161,2.682874556689997,0.2748361226497808,False,0,0,False,0,True,11.36,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,6a72bc7306c9347f6ed3914222611407e8832d56ca09925ffa427a9d448098e3,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
2,131021,mixed_train_log,22,"bernoulli*19 + gaussian(mean_rating_train_z, year_z, log_count_train_z)",3,5,8,poisson,consistent,-4.688907330757521,11.46776631857229,0.8579676003579084,0.8768668735275194,4950,-2.7969113866347035,3.951227812756697,0.9185999002161414,2.6805762099489447,0.2754898827663396,False,0,0,False,0,True,11.26,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,a8965b0e0f0e4babd7056abf7d1cb33a9247a859c01e252b685e7694fb1db4d5,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
2,131021,mixed_train_raw_poisson,22,"bernoulli*19 + gaussian(mean_rating_train_z, year_z) + poisson(count_train_raw)",3,5,8,poisson,consistent,-4.7821759451705645,11.767646854301814,0.8478523905567612,0.8694898363932567,4950,-2.9381755007450234,4.632509667959617,0.8857310598929865,2.450716291076732,0.32417653645372496,False,0,0,False,0,True,13.88,eb15b04caa08eef774f3258ea701d535568ae05550600b5d705917184cfa8114,75c70ff2bc96fdb86d9292c6bab0a5fff58602d8006d16f8e96353ec3277af78,da7f68090d0cff48576f923eabf123cd82ae1ef3e851dc2a373c267f7e731d73,23ee050b9a8f3fa989770d0c2f896bbdde6f4f108a559709d3bb94c67fb8f2fd
3,131030,y_only,0,"X unused (fix_x=True, F fixed at 0); genre19 array passed",3,5,8,poisson,consistent,-3.2395910619929857,6.046625058296819,0.8621818776032985,0.8749633146918966,4950,-2.7878754705216484,3.9002653505827993,0.9277323507301181,2.693520062787227,0.28375923325409697,False,0,0,False,0,True,7.82,33031654725f6a81eb6010da76b7f4623703092ba0665781e5f5147fba057fae,270994b1a30b6a957b7600185b55e4148a203ed990d93759b5ecbe9c724eeee6,355d968e6df92fa24fb962cfbb7a7abe54d217fbe394574fdc4fb839a54ae2d1,84c64afc470a006f241bca0e361248c33e0bf2e6b2353b76b92c2891f99bbddb
3,131030,genre_only,19,bernoulli*19,3,5,8,poisson,consistent,-3.2284182762467473,6.005927430699649,0.8640616740443723,0.8768553415803568,4950,-2.776526562225925,3.8473029204010127,0.9301512386193727,2.6619405519306962,0.29014101277546483,False,0,0,False,0,True,9.22,33031654725f6a81eb6010da76b7f4623703092ba0665781e5f5147fba057fae,270994b1a30b6a957b7600185b55e4148a203ed990d93759b5ecbe9c724eeee6,355d968e6df92fa24fb962cfbb7a7abe54d217fbe394574fdc4fb839a54ae2d1,84c64afc470a006f241bca0e361248c33e0bf2e6b2353b76b92c2891f99bbddb
3,131030,genre_year,20,bernoulli*19 + gaussian(year_z),3,5,8,poisson,consistent,-3.2317132797363994,6.022328982710619,0.8634697179961368,0.8760029274765313,4950,-2.7770993225618277,3.85646549764683,0.9297846375130572,2.662528143295694,0.289660118931132,False,0,0,False,0,True,11.3,33031654725f6a81eb6010da76b7f4623703092ba0665781e5f5147fba057fae,d5f098c713ae2e85a294d918a65ee916a477a80aa375927a809b2478845918d7,355d968e6df92fa24fb962cfbb7a7abe54d217fbe394574fdc4fb839a54ae2d1,84c64afc470a006f241bca0e361248c33e0bf2e6b2353b76b92c2891f99bbddb
3,131030,genre_logcount_train,20,bernoulli*19 + gaussian(log_count_train_z),3,5,8,poisson,consistent,-3.224746633178529,5.976010863665741,0.8634119394745619,0.8773283074765611,4950,-2.7775233973470344,3.8670001359472055,0.9295361949776502,2.663047599777627,0.2911385769987728,False,0,0,False,0,True,11.34,33031654725f6a81eb6010da76b7f4623703092ba0665781e5f5147fba057fae,3101c0a8150e5eaccfa70f2c62cac11ff735db87f987eaccae25ecff1d88b4d9,355d968e6df92fa24fb962cfbb7a7abe54d217fbe394574fdc4fb839a54ae2d1,84c64afc470a006f241bca0e361248c33e0bf2e6b2353b76b92c2891f99bbddb
