scenario,condition_name,trial,seed_data,seed_model,true_x,true_y,est_x,est_y,fix_w,fix_x,n,d,k,rmse_z,rmse_x,rmse_y,q_final,w_est,success,error_message,note
A,oracle_A,5,6500,6550,poisson,bernoulli,poisson,bernoulli,False,False,150,15,3,0.2379299793562603,1.2216156091178905,0.10372829935466368,-5512.875185770313,1.5051628608049414,True,,fixed_official exp4 scen_a 10trials
A,oracle_A,6,6600,6650,poisson,bernoulli,poisson,bernoulli,False,False,150,15,3,0.22725608481254572,1.260420596134575,0.10289024911195395,-5626.892735414424,1.5147585175339469,True,,fixed_official exp4 scen_a 10trials
A,oracle_A,7,6700,6750,poisson,bernoulli,poisson,bernoulli,False,False,150,15,3,0.23525969942362504,1.1952978801458183,0.10244610271024347,-5756.069333163739,1.4414112469024023,True,,fixed_official exp4 scen_a 10trials
A,oracle_A,8,6800,6850,poisson,bernoulli,poisson,bernoulli,False,False,150,15,3,0.22676414597102817,1.2160848685049954,0.09855756528769381,-5500.473299536166,1.5418890313239133,True,,fixed_official exp4 scen_a 10trials
A,oracle_A,9,6900,6950,poisson,bernoulli,poisson,bernoulli,False,False,150,15,3,0.22989696026056902,1.1776366361700812,0.10507879305751927,-5571.072738259587,1.47931157259377,True,,fixed_official exp4 scen_a 10trials
A,XPois_YPois,0,6000,6050,poisson,bernoulli,poisson,poisson,False,False,150,15,3,0.3005644889966358,1.288146851540077,375.48388958638213,-7708.919216554283,0.49881697221259536,True,,fixed_official exp4 scen_a 10trials
A,XPois_YPois,1,6100,6150,poisson,bernoulli,poisson,poisson,False,False,150,15,3,0.31773285628490483,1.222203938560154,521.814138949598,-7943.949361918867,0.4718939192321533,True,,fixed_official exp4 scen_a 10trials
A,XPois_YPois,2,6200,6250,poisson,bernoulli,poisson,poisson,False,False,150,15,3,0.33716909629228603,1.2927221319666027,748.5838325637483,-7858.320746514949,0.44650026899487155,True,,fixed_official exp4 scen_a 10trials
A,XPois_YPois,3,6300,6350,poisson,bernoulli,poisson,poisson,False,False,150,15,3,0.29217709917624013,1.2508578759172742,333.64812668444875,-7765.6258984415235,0.4953435230574804,True,,fixed_official exp4 scen_a 10trials
A,XPois_YPois,4,6400,6450,poisson,bernoulli,poisson,poisson,False,False,150,15,3,0.31071159332585513,1.2421283918081623,257.79715197897445,-7871.811958262961,0.5082197983437415,True,,fixed_official exp4 scen_a 10trials
A,XPois_YPois,5,6500,6550,poisson,bernoulli,poisson,poisson,False,False,150,15,3,0.3303922238689114,1.227493497752587,480.3638370737268,-7774.63509731829,0.46640953207159386,True,,fixed_official exp4 scen_a 10trials
A,XPois_YPois,6,6600,6650,poisson,bernoulli,poisson,poisson,False,False,150,15,3,0.3028704632773164,1.2931925051031734,294.29479175211605,-7956.895558564016,0.488686496576443,True,,fixed_official exp4 scen_a 10trials
A,XPois_YPois,7,6700,6750,poisson,bernoulli,poisson,poisson,False,False,150,15,3,0.317817871332959,1.1960333812434176,561.688234737845,-8019.124081153818,0.479321825173639,True,,fixed_official exp4 scen_a 10trials
A,XPois_YPois,8,6800,6850,poisson,bernoulli,poisson,poisson,False,False,150,15,3,0.3281687189415813,1.2664456813182516,522.5258834886388,-7720.684463717647,0.4839031665653853,True,,fixed_official exp4 scen_a 10trials
A,XPois_YPois,9,6900,6950,poisson,bernoulli,poisson,poisson,False,False,150,15,3,0.3156069535836475,1.2155537484040013,580.7692191103299,-7814.907988362919,0.48402596047022894,True,,fixed_official exp4 scen_a 10trials
A,Y_only,0,6000,6050,poisson,bernoulli,poisson,bernoulli,False,True,150,15,3,0.26740465727000057,2.3318090259138575,0.10955618875040668,-7252.866747374547,1.5643471351527243,True,,fixed_official exp4 scen_a 10trials
A,Y_only,1,6100,6150,poisson,bernoulli,poisson,bernoulli,False,True,150,15,3,0.2778363113697034,2.2155009466133038,0.11942060583956284,-7467.160084857416,1.4540994872907729,True,,fixed_official exp4 scen_a 10trials
A,Y_only,2,6200,6250,poisson,bernoulli,poisson,bernoulli,False,True,150,15,3,0.28052092380731247,2.3213023164690214,0.11479288688062843,-7536.209453511346,1.4920201590412216,True,,fixed_official exp4 scen_a 10trials
A,Y_only,3,6300,6350,poisson,bernoulli,poisson,bernoulli,False,True,150,15,3,0.257975291258192,2.2401388845833248,0.10836902193494134,-7220.932284134526,1.5482779796680282,True,,fixed_official exp4 scen_a 10trials
A,Y_only,4,6400,6450,poisson,bernoulli,poisson,bernoulli,False,True,150,15,3,0.2830545230051094,2.1039645117412666,0.11667121215288337,-7245.482157237801,1.5251470643891107,True,,fixed_official exp4 scen_a 10trials
A,Y_only,5,6500,6550,poisson,bernoulli,poisson,bernoulli,False,True,150,15,3,0.29357915655015193,2.2476654555338076,0.11708947888092346,-7469.379962925401,1.4999697871618116,True,,fixed_official exp4 scen_a 10trials
